cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct,new_ticker,flip_date,flip_ticker,old_ticker,n_ticker_events,polygon_active,list_date,sic_code,sic_description,polygon_name,market_cap_now,delisted_utc,public_shares_pre_vote,enrich_status,flip_source,redemption_pct_final,post_redeem_float_est,redemption_pct_best,sector,sector_margin,is_hightech,ann_day0_date,ann_prev_close,ann_gap_pct,ann_day0_ret_pct,ann_2d_high_ret_pct,ann_day0_vol_mult,ann_to_vote_ret_pct,vote_day_close,last_old_date,last_old_close,vote_to_lastold_ret_pct,flip_day0_date,flip_open,flip_close,flip_high,flip_volume,flip_gap_pct,flip_day_ret_pct,flip_high_ret_pct,post_flip_ret_1d_pct,post_flip_ret_3d_pct,post_flip_ret_5d_pct,post_flip_ret_10d_pct,max_runup_10d_pct,max_drawdown_10d_pct,untraded_gap_days,flip_lag_cal_days,split_at_flip
849399,Gen Digital Inc.,GEN,2025-04-17,2025-04-17,0001140361-25-014313,"1.01,2.01,2.03,9.01",7372.0,8-K,"GEN,GENVR","Nasdaq,Nasdaq",7372.0,Services-Prepackaged Software,Gen Digital Inc.,NortonLifeLock Inc.; SYMANTEC CORP,2024-12-10,425,16,2024-09-13,2024-09-10,True,False,False,"Merger, dated as of December 10, 2024",GEN,GEN,,,40.0,,near8k,False,True,40.0,GEN,,GEN,GEN,2.0,True,1989-06-23,7372.0,SERVICES-PREPACKAGED SOFTWARE,Gen Digital Inc. Common Stock,15609061157.14,,615530000.0,no_flip_event,,,,40.0,software_ai,1,True,2024-12-10,30.48,2.13,-2.17,2.56,2.0,,,2025-04-25,25.26,,,,,,,,,,,,,,,,,,
1531978,"Paragon 28, Inc.",FNA,2025-04-17,2025-04-21,0000950157-25-000330,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",3841.0,8-K,,,3841.0,Surgical & Medical Instruments & Apparatus,"Paragon 28, Inc.",,2025-02-27,PREM14A,4,2025-04-17,2025-04-17,False,False,False,"Gazelle Merger Sub I, Inc",,,,,,,,False,False,,FNA,,FNA,FNA,0.0,,,,,,,,83940000.0,no_flip_event,,,,,other,0,False,2025-02-27,13.0,0.15,-0.08,0.31,2.7,0.77,13.09,2025-04-17,13.09,0.0,,,,,,,,,,,,,,,,,
1378992,"BERRY GLOBAL GROUP, INC.",BERY,2025-04-30,2025-04-30,0001104659-25-042492,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",3089.0,8-K,,,3089.0,"Plastics Products, NEC","BERRY GLOBAL GROUP, INC.",BERRY GLOBAL GROUP INC; BERRY PLASTICS GROUP INC,2024-02-07,425,14,2025-02-26,2025-02-25,True,False,False,Amcor plc,BERY,BERY,,,4.5,,super8k,False,True,4.5,BERY,,BERY,BERY,0.0,,,,,,,,115800000.0,no_flip_event,,,,4.5,other,0,False,2024-02-07,64.28,-8.82,-11.78,-6.22,10.3,27.95,72.56,2025-04-29,67.58,-6.86,,,,,,,,,,,,,,,,,
1471727,"SRx Health Solutions, Inc.",BTTR,2025-04-24,2025-04-30,0001641172-25-007917,"2.01,3.02,5.01,5.02,5.03,8.01,9.01",2080.0,8-K,SRXH,NYSE,2080.0,Beverages,SRX Global Inc.,"SRx Health Solutions, Inc.; Better Choice Co Inc.; Sport Endurance, Inc.",2025-01-06,PREM14A,7,2025-03-31,2025-03-21,False,False,True,,BTTR,SXRH,0.0,,,,llm,False,True,,SRXH,2025-04-30,SRXH,BTTR,1.0,True,2025-04-30,2080.0,BEVERAGES,SRX Global Inc,31482050.6,,1980000.0,ok,first_aggs_bar,0.0,1980000.0,0.0,consumer,2,False,2025-01-06,2.36,1.69,0.85,4.66,0.6,-25.21,1.78,2025-04-29,2.12,19.1,2025-04-30,1.8,1.94,2.02,108267.0,-15.09,-8.49,-4.72,-41.98,-56.52,-65.68,-62.22,-4.72,-78.07,0.0,6.0,False
1748790,Amcor plc,"AMCR, AMCCF",2025-04-30,2025-04-30,0001104659-25-042520,"2.01,5.02,7.01,9.01",3990.0,8-K,"AMCR,AMCCF","NYSE,OTC",3990.0,Miscellaneous Manufacturing Industries,Amcor plc,ARCTIC JERSEY Ltd,2024-11-19,425,7,2025-02-26,2025-02-25,True,False,False,"Berry Global Group, Inc",,,,,,,,False,False,,AMCR,,AMCR,AMCR,1.0,True,2019-06-11,3990.0,MISCELLANEOUS MANUFACTURING INDUSTRIES,Amcor plc Ordinary Shares,19964086894.2,,1445340000.0,no_flip_event,,,,,consumer,1,False,2024-11-19,10.15,0.89,-2.56,2.86,6.4,4.35,10.32,2025-05-09,9.12,-11.63,,,,,,,,,,,,,,,,,
1798749,"Jade Biosciences, Inc.",AVTE,2025-04-28,2025-05-01,0001193125-25-110004,"1.01,2.01,2.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2834.0,8-K,JBIO,Nasdaq,2834.0,Pharmaceutical Preparations,"Jade Biosciences, Inc.","Aerovate Therapeutics, Inc.",2024-10-31,425,4,2025-04-21,2025-04-16,True,False,True,"Merger, dated as of October 30, 2024",AVTE,JBIO,,,,,,False,False,,JBIO,2025-04-29,JBIO,AVTE,1.0,True,2025-04-29,2834.0,PHARMACEUTICAL PREPARATIONS,"Jade Biosciences, Inc. Common Stock",1275014381.25,,28990000.0,ok,ticker_event,,,,biotech_health,7,False,2024-10-31,2.19,26.94,11.87,36.99,250.4,9.39,2.68,2025-04-28,2.68,0.0,2025-04-29,12.74,10.14,13.5011,185426.0,375.37,278.36,403.77,254.48,365.67,276.49,221.27,403.77,186.94,0.0,1.0,True
1389050,"Archrock, Inc.",AROC,2025-05-01,2025-05-01,0001104659-25-043521,"1.01,2.01,3.02,7.01,9.01",4922.0,8-K,AROC,NYSE,4922.0,Natural Gas Transmission,"Archrock, Inc.","EXTERRAN HOLDINGS INC.; Iliad Holdings, INC",2007-03-30,S-4,15,2025-04-28,2025-04-24,False,False,False,NGCSI continuing as the surviving company and,AROC,AROC,,,,,,False,False,,AROC,,AROC,AROC,1.0,True,2000-05-24,4922.0,NATURAL GAS TRANSMISSION,Archrock Inc,6752829293.88,,175520000.0,no_flip_event,,,,,energy,5,False,,,,,,,,,2025-05-09,24.7,,,,,,,,,,,,,,,,,,
1971387,"Liminatus Pharma, Inc.","LIMN, LIMNW",2025-04-30,2025-05-06,0001104659-25-045127,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",2836.0,8-K,"LIMN,LIMNW","Nasdaq,Nasdaq",2836.0,"Biological Products, (No Diagnostic Substances)","Liminatus Pharma, Inc.",Iris Parent Holding Corp.,2023-11-08,S-4,0,,,False,False,True,"November 30, 2022",,LIMN,59844.0,,,11.5,super8k,True,True,,LIMN,2025-05-01,LIMN,,1.0,True,2025-05-01,2836.0,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","Liminatus Pharma, Inc. Class A Common Stock",7069503.8128,,,ok,ticker_event,,,,biotech_health,8,False,,,,,,,,,,,,2025-05-01,9.25,10.07,16.44,464335.0,,,,,,,,,,,1.0,False
1956055,Bukit Jalil Global Acquisition 1 Ltd.,"BUJA, BUJAR, BUJAU, BUJAW",2025-05-12,2025-05-12,0001929980-25-000412,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6770.0,8-K,,,6770.0,Blank Checks,Bukit Jalil Global Acquisition 1 Ltd.,,2024-08-09,425,2,2025-04-03,2025-03-31,True,True,False,GIBO HOLDINGS LIMITED,BUJA,BUJA,2832423.0,,,,llm,True,True,,BUJA,2025-05-09,GIBO,BUJA,0.0,,,,,,,,4940000.0,ok,name_search,57.3,2107577.0,57.3,other,0,False,2024-08-09,10.83,5.26,-0.18,7.8,4.2,7.49,11.62,2025-05-08,3.66,-68.5,2025-05-09,3.48,6.98,6.98,1104051.0,-4.92,90.71,90.71,42.08,6.56,3.28,1.5,90.71,-22.04,0.0,-3.0,False
1393612,Discover Financial Services,DFS,2025-05-18,2025-05-19,0001193125-25-122107,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6141.0,8-K,,,6141.0,Personal Credit Institutions,Discover Financial Services,,2024-02-20,425,17,2025-02-18,2025-02-18,True,False,False,Discover Financial Services,,DFS,,,,,,False,False,,DFS,,DFS,DFS,0.0,,,,,,,,251000000.0,no_flip_event,,,,,other,0,False,2024-02-20,110.49,11.77,12.61,15.25,12.5,57.76,196.28,2025-05-16,200.05,1.92,,,,,,,,,,,,,,,,,
1494650,"OptiNose, Inc.",OPTN,2025-05-21,2025-05-21,0001104659-25-051326,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"OptiNose, Inc.",,2025-04-03,PREM14A,9,2025-05-16,2025-05-16,False,False,False,"Orca Merger Sub, Inc",OPTN,OPTN,,,,,,False,False,,OPTN,,OPTN,OPTN,0.0,,,,,,,,10130000.0,no_flip_event,,,,,other,1,False,2025-04-03,9.16,-0.66,-0.22,0.33,1.6,6.02,9.69,2025-05-20,9.6,-0.93,,,,,,,,,,,,,,,,,
712771,"ConnectOne Bancorp, Inc.","CNOB, CNOBP",2025-06-01,2025-06-02,0001437749-25-019064,"2.01,5.02,8.01,9.01",6022.0,8-K,"CNOB,CNOBP","Nasdaq,Nasdaq",6022.0,State Commercial Banks,"ConnectOne Bancorp, Inc.",CENTER BANCORP INC,2024-09-05,425,19,2025-05-21,2025-05-20,True,False,False,The First of Long Island Corporation,CNOB,CNOB,,,,,,False,False,,CNOB,,CNOB,CNOB,1.0,True,1995-02-01,6022.0,STATE COMMERCIAL BANKS,Center Bancorp Inc,1628341435.72,,38470000.0,no_flip_event,,,,,fintech,0,True,2024-09-05,23.97,1.38,4.3,5.26,5.2,-4.56,23.86,2025-06-11,23.3,-2.35,,,,,,,,,,,,,,,,,
1842937,Red Rock Acquisition Corp.,"HCVI, HCVIU, HCVIW",2025-06-05,2025-06-05,0001213900-25-051570,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,,,6770.0,Blank Checks,Red Rock Acquisition Corp.,Hennessy Capital Investment Corp. VI,2024-06-18,425,4,2025-05-07,2025-05-06,True,True,True,,OTC,HCVI,3450000.0,,,,super8k,True,True,,HCVI,,HCVI,OTC,0.0,,,,,,,,,no_flip_event,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025065,Black Spade Acquisition II Co,"BSII, BSIIU, BSIIW",2025-06-03,2025-06-05,0001104659-25-056485,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,7.01,9.01",6770.0,8-K,,,6770.0,Blank Checks,Black Spade Acquisition II Co,,2025-01-27,425,1,2025-05-30,2025-05-30,True,True,False,The Generation Essentials Group,BSII,BSII,13120874.0,,,10.3,vote8k,True,True,,BSII,2025-06-05,TGE,BSII,0.0,,,,,,,,15300000.0,ok,name_search,85.8,2179126.0,85.8,other,0,False,2025-01-27,9.93,0.6,0.65,0.81,59.1,-1.95,9.8,2025-06-04,9.99,1.94,2025-06-05,16.91,10.04,37.0191,1325954.0,69.27,0.5,270.56,20.12,14.51,-5.31,-15.92,270.56,-43.94,0.0,2.0,False
2019793,"XCF Global, Inc.",SAFX,2025-06-12,2025-06-12,0001140361-25-022325,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2860.0,8-K,SAFX,Nasdaq,2860.0,Industrial Organic Chemicals,"XCF Global, Inc.","Focus Impact BH3 NewCo, Inc.",2025-02-21,425,0,,,True,False,True,XCF in,,SAFX,0.0,,,,llm,False,True,,SAFX,2025-06-09,SAFX,,1.0,True,2025-06-09,2860.0,INDUSTRIAL ORGANIC CHEMICALS,"XCF Global, Inc. Class A Common Stock",201504162.7368,,,ok,ticker_event,,,,energy,2,False,,,,,,,,,,,,2025-06-09,38.88,36.22,45.9,88818.0,,,,,,,,,,,-3.0,False
1253689,GLYCOMIMETICS INC,GLYC,2025-06-13,2025-06-18,0001104659-25-060714,"1.01,2.01,2.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2834.0,8-K,CBIO,Nasdaq,2834.0,Pharmaceutical Preparations,"CRESCENT BIOPHARMA, INC.",GLYCOMIMETICS INC,2025-02-14,425,11,2025-06-06,2025-06-05,True,False,True,Second Merger Sub being the surviving entity of the merger,GLYC,CBIO,,,,,,False,False,,CBIO,2025-06-23,CBIO,GLYC,1.0,True,2025-06-16,2834.0,PHARMACEUTICAL PREPARATIONS,"Crescent Biopharma, Inc. Common Stock",478147465.5,,64530000.0,ok,ticker_event,,,,biotech_health,13,False,2025-02-14,0.2838,2.18,2.18,30.37,61.8,-31.52,0.1986,2025-06-13,0.157,-20.95,2025-06-23,15.0,15.3,20.99,38160.0,9454.14,9645.22,13269.43,9495.54,10664.33,10180.25,9511.46,13530.57,9027.39,5.0,10.0,True
2033770,"CID Holdco, Inc.",DAIC,2025-06-18,2025-06-26,0001213900-25-057972,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",7373.0,8-K,"DAIC,DAICW","Nasdaq,Nasdaq",7373.0,Services-Computer Integrated Systems Design,"CID Holdco, Inc.",,2024-11-14,425,0,,,True,False,False,,,DAIC,2000.0,,,11.0,llm,True,True,,DAIC,2025-06-23,DAIC,,1.0,True,2025-06-23,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"CID HoldCo, Inc. Common Stock",2009235.78,,,ok,first_aggs_bar,,,,software_ai,0,True,,,,,,,,,,,,2025-06-23,28.61,36.5,75.0,134079.0,,,,,,,,,,,5.0,False
1760903,"Safety Shot, Inc.","SHOT, SHOTW",2025-06-27,2025-06-27,0001641172-25-016825,"2.01,2.03,2.04,3.02,5.02,7.01,9.01",2844.0,8-K,BNKK,Nasdaq,2844.0,"Perfumes, Cosmetics & Other Toilet Preparations","BONK, INC.","Safety Shot, Inc.; Jupiter Wellness, Inc.; CBD Brands, Inc.",2025-04-10,PREM14A,6,2025-06-16,2025-06-12,False,False,True,,SHOT,SHOT,,,,,,False,False,,BNKK,,SHOT,SHOT,1.0,True,2020-10-30,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","Bonk, Inc. Common Stock",9841156.2,,75176604.0,no_flip_event,,,,,consumer,5,False,2025-04-10,0.449,0.22,-5.75,2.9,1.3,-42.56,0.2431,2025-07-07,0.4684,92.68,,,,,,,,,,,,,,,,,
1593548,"PlayAGS, Inc.",AGS,2025-06-30,2025-06-30,0001193125-25-152781,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",3990.0,8-K,,,3990.0,Miscellaneous Manufacturing Industries,"PlayAGS, Inc.","AP Gaming Holdco, Inc.",2024-06-11,PREM14A,9,2024-08-07,2024-08-06,False,False,False,,AGS,AGS,,,,,,False,False,,AGS,,AGS,AGS,0.0,,,,,,,,40190000.0,no_flip_event,,,,,other,1,False,2024-06-11,11.62,0.34,-0.6,0.52,1.2,-0.87,11.45,2025-06-30,12.49,9.08,,,,,,,,,,,,,,,,,
776901,INDEPENDENT BANK CORP,INDB,2025-07-01,2025-07-01,0000776901-25-000237,"2.01,2.03,5.02,7.01,9.01",6022.0,8-K,INDB,Nasdaq,6022.0,State Commercial Banks,INDEPENDENT BANK CORP,INDEPENDENT BANK CORP /MA/,2024-12-09,425,19,2025-05-15,2025-05-15,True,False,False,"Enterprise Bancorp, Inc",INDB,INDB,0.0,,,,llm,False,True,,INDB,,INDB,INDB,1.0,True,1986-01-01,6022.0,STATE COMMERCIAL BANKS,Independent Bank Corp/MA,4038991009.13,,42620000.0,no_flip_event,,0.0,42620000.0,0.0,fintech,1,True,2024-12-09,71.77,0.38,-1.5,0.7,1.6,-8.35,64.79,2025-07-11,65.98,1.84,,,,,,,,,,,,,,,,,
1919246,Pelthos Therapeutics Inc.,CHRO,2025-07-01,2025-07-02,0001753926-25-001055,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2836.0,8-K,PTHS,NYSE,2836.0,"Biological Products, (No Diagnostic Substances)",Pelthos Therapeutics Inc.,Channel Therapeutics Corp; Chromocell Therapeutics Corp,,,2,2025-04-17,2025-04-17,False,False,True,"Merger, dated as of April 16, 2025",CHRO,PTHS,,,,,,False,False,,PTHS,2025-07-02,PTHS,CHRO,1.0,True,2024-02-16,2836.0,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",Pelthos Therapeutics Inc.,92278374.75,,6100000.0,ok,ticker_event,,,,biotech_health,9,False,,,,,,,,,2025-07-01,1.35,,2025-07-02,14.85,16.5,17.53,27871.0,1000.0,1122.22,1198.52,1098.89,1372.59,1861.48,1539.26,3921.48,919.26,0.0,1.0,True
1996862,Bunge Global SA,BG,2025-07-02,2025-07-02,0001104659-25-065405,"1.01,2.01,5.02,7.01,9.01",2070.0,8-K,BG,NYSE,2070.0,Fats & Oils,Bunge Global SA,,,,2,2025-05-19,2025-05-15,False,False,False,,BG,BG,,,,,,False,False,,BG,,BG,BG,1.0,True,2001-08-02,2070.0,FATS & OILS,Bunge Global SA,22180150906.8,,134410000.0,no_flip_event,,,,,consumer,3,False,,,,,,,,,2025-07-11,76.74,,,,,,,,,,,,,,,,,,
1794669,"Shift4 Payments, Inc.","FOUR, FOUR-PA",2025-07-03,2025-07-03,0001193125-25-155254,"1.01,2.01,2.03,7.01,9.01",7389.0,8-K,"FOUR,FOUR-PA","NYSE,NYSE",7389.0,"Services-Business Services, NEC","Shift4 Payments, Inc.","Shift4 Payments, Inc.",,,6,2025-06-17,2025-06-04,False,False,True,,FOUR,FOUR,0.0,,,,llm,False,True,,FOUR,,FOUR,FOUR,1.0,True,2020-06-05,7389.0,"SERVICES-BUSINESS SERVICES, NEC","Shift4 Payments, Inc.",4030702628.44,,67470000.0,no_flip_event,,0.0,67470000.0,0.0,fintech,6,True,,,,,,,,,2025-07-11,100.93,,,,,,,,,,,,,,,,,,
1866001,JVSPAC Acquisition Corp.,"JVSA, JVSAR, JVSAU",2025-06-30,2025-07-09,0001213900-25-062164,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,9.01",6770.0,8-K,,,6770.0,Blank Checks,JVSPAC Acquisition Corp.,,2024-04-08,425,1,2025-06-25,2025-06-24,True,True,False,"April 8, 2024",JVSA,JVSA,5135530.0,,,,vote8k,False,True,,JVSA,,JVSA,JVSA,0.0,,,,,,,,7686250.0,no_flip_event,,66.8,2550720.0,66.8,other,0,False,2024-04-08,10.06,0.1,0.1,0.1,0.4,23.83,12.47,2025-06-30,3.64,-70.81,,,,,,,,,,,,,,,,,
1818605,Distoken Acquisition Corp,,2025-07-09,2025-07-15,0001641172-25-019753,"1.01,2.01,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,,,6770.0,Blank Checks,Distoken Acquisition Corp,,2024-05-20,425,3,2025-06-05,2025-05-30,True,True,False,,DIST,,601118.0,,,11.86,llm,True,True,,,,,,,,,,,,,,,no_ticker,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038439,"VisionWave Holdings, Inc.",VWAV,2025-07-14,2025-07-15,0001731122-25-000977,"1.01,2.01,3.03,5.01,5.02,5.03,5.06,7.01,9.01",7372.0,8-K,"VWAV,VWAVW","Nasdaq,Nasdaq",7372.0,Services-Prepackaged Software,"VisionWave Holdings, Inc.",,2025-01-24,S-4,0,,,False,False,False,,,VWAV,,,,,,False,False,,VWAV,2025-07-15,VWAV,,1.0,True,2025-07-15,7372.0,SERVICES-PREPACKAGED SOFTWARE,"VisionWave Holdings, Inc. Common Stock",116396331.18,,,ok,ticker_event,,,,software_ai,4,True,,,,,,,,,,,,2025-07-15,2.61,3.27,3.86,646698.0,,,,,,,,,,,1.0,False
1571329,Logan Ridge Finance Corp.,LRFC,2025-07-15,2025-07-16,0001628280-25-035073,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",,8-K,,,,,Logan Ridge Finance Corp.,Capitala Finance Corp.,2025-01-30,425,13,2025-06-23,2025-06-20,True,False,False,,LRFC,LRFC,,,,,,False,False,,LRFC,,LRFC,LRFC,0.0,,,,,,,,2655973.0,no_flip_event,,,,,other,0,False,2025-01-30,24.7,1.34,-1.62,1.34,4.3,-22.43,18.85,2025-07-14,19.08,1.22,,,,,,,,,,,,,,,,,
4447,HESS CORP,HES,2025-07-18,2025-07-18,0000950142-25-001950,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",2911.0,8-K,,,2911.0,Petroleum Refining,HESS CORP,AMERADA HESS CORP,2023-10-23,425,19,2025-05-16,2025-05-14,True,False,False,,HES,HES,,,,,,False,False,,HES,,HES,HES,0.0,,,,,,,,309310000.0,no_flip_event,,,,,other,0,False,2023-10-23,163.02,0.23,-1.06,2.13,6.4,-16.44,134.79,2025-07-17,148.97,10.52,,,,,,,,,,,,,,,,,
1859807,"Profusa, Inc.","NVAC, PFSA, NVACR, NVACW",2025-07-11,2025-07-18,0001213900-25-065686,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,8.01,9.01",3841.0,8-K,"PFSA,NVACW","Nasdaq,OTC",3841.0,Surgical & Medical Instruments & Apparatus,"Profusa, Inc.",NorthView Acquisition Corp,2023-01-26,425,6,2025-06-13,2025-06-09,True,False,True,"Profusa, Inc",NVAC,PFSA,52784.0,,,,vote8k,False,True,,PFSA,2025-07-14,PFSA,NVAC,1.0,True,2025-07-14,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Profusa, Inc. Common Stock",1123600.0,,,ok,first_aggs_bar,,,,biotech_health,3,False,2023-01-26,10.2,0.1,0.1,0.2,1.0,18.61,12.11,2025-07-11,2.5,-79.36,2025-07-14,2.22,2.02,2.4,1796205.0,-11.2,-19.2,-4.0,-42.8,-55.6,-63.62,-22.4,-4.0,-73.96,0.0,3.0,False
2051380,GrabAGun Digital Holdings Inc.,"PEW, PEW-WT",2025-07-15,2025-07-18,0001213900-25-065768,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07,8.01,9.01",5940.0,8-K,"PEW,PEW-WT","NYSE,NYSE",5940.0,Retail-Miscellaneous Shopping Goods Stores,GrabAGun Digital Holdings Inc.,,2025-03-24,425,1,2025-07-18,2025-07-15,True,False,False,Colombier continuing as the surviving corporation and as,,PEW,0.0,,,,super8k,True,True,,PEW,2025-07-16,PEW,,1.0,True,2025-07-16,5940.0,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,GrabAGun Digital Holdings Inc.,87024216.08,,,ok,ticker_event,,,,consumer,4,False,,,,,,,,,,,,2025-07-16,21.4,13.12,21.4,12290614.0,,,,,,,,,,,1.0,False
1471265,"Northwest Bancshares, Inc.",NWBI,2025-07-25,2025-07-28,0001471265-25-000123,"2.01,5.02,8.01,9.01",6021.0,8-K,NWBI,Nasdaq,6021.0,National Commercial Banks,"Northwest Bancshares, Inc.",,2015-03-09,S-4,17,2025-04-18,2025-04-17,False,False,False,"Penns Woods Bancorp, Inc",,,,,,,,False,False,,NWBI,,NWBI,NWBI,1.0,True,1994-08-12,6021.0,NATIONAL COMMERCIAL BANKS,"Northwest Bancshares, Inc",2200572351.04,,127520000.0,no_flip_event,,,,,fintech,1,True,,,,,,,,,2025-08-04,11.77,,,,,,,,,,,,,,,,,,
716605,PENNS WOODS BANCORP INC,PWOD,2025-07-24,2025-07-28,0001104659-25-071025,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,PENNS WOODS BANCORP INC,,1998-10-16,S-4,19,2025-04-23,2025-04-22,False,False,False,"Northwest Bancshares, Inc",PWOD,PWOD,,,,,,False,False,,PWOD,,PWOD,PWOD,0.0,,,,,,,,7610000.0,no_flip_event,,,,,other,0,False,,,,,,,,,2025-07-25,30.0,,,,,,,,,,,,,,,,,,
1835579,"ImageneBio, Inc.",IKNA,2025-07-25,2025-07-29,0001193125-25-167089,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,7.01,9.01",2836.0,8-K,IMA,Nasdaq,2836.0,"Biological Products, (No Diagnostic Substances)","ImageneBio, Inc.","Ikena Oncology, Inc.",2024-12-23,425,5,2025-07-15,2025-07-15,True,False,True,Inmagene Biopharmaceuticals,IKNA,IMA,,,,,,False,False,,IMA,2025-07-28,IMA,IKNA,1.0,True,2025-07-28,2836.0,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","ImageneBio, Inc. Common Stock",66659658.3,,41889525.0,ok,ticker_event,,,,biotech_health,7,False,2024-12-23,1.55,22.58,7.74,25.16,56.9,-14.97,1.42,2025-07-25,1.43,0.7,2025-07-28,18.0,16.37,18.0,18859.0,1158.74,1044.76,1158.74,962.94,1151.75,1060.84,930.77,1158.74,882.52,0.0,3.0,True
1620280,Uniti Group Inc.,UNIT,2025-08-01,2025-08-01,0000950103-25-009717,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,Uniti Group LLC,"Uniti Group Inc.; COMMUNICATIONS SALES & LEASING, INC.",2024-05-03,425,11,2025-05-30,2025-05-29,True,False,True,,UNIT,UNIT,,,10.5,,near8k,False,True,10.5,UNIT,2025-08-04,UNIT,UNIT,1.0,True,2015-04-20,4813.0,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),Uniti Group Inc. Common Stock,2629693511.16,,245450000.0,ok,ticker_event,,,10.5,other,0,False,2024-05-03,6.03,-4.15,-26.37,-3.98,16.2,-0.68,4.41,2025-08-01,4.91,11.34,2025-08-04,7.57,8.09,8.35,2173944.0,54.18,64.77,70.06,47.66,42.77,35.23,27.29,70.06,25.46,0.0,3.0,False
779227,STEELE BANCORP INC,MIFF,2025-08-01,2025-08-01,0001437749-25-024286,"2.01,5.02,5.03,9.01",6022.0,8-K,STLE,OTC,6022.0,State Commercial Banks,STEELE BANCORP INC,MIFFLINBURG BANCORP INC,2024-09-25,425,1,2025-04-23,2025-04-23,True,False,True,Northumberland Bancorp,,,,,,,,False,False,,STLE,2025-08-04,STLE,,1.0,True,,,,STEELE BANCORP INC,,,,ok,first_aggs_bar,,,,fintech,0,True,,,,,,,,,,,,2025-08-04,26.48,26.48,26.48,142.0,,,,,,,,,,,3.0,False
1869105,"BridgeBio Oncology Therapeutics, Inc.",HLXB,2025-08-11,2025-08-13,0001213900-25-075190,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",2834.0,8-K,BBOT,Nasdaq,2834.0,Pharmaceutical Preparations,"BridgeBio Oncology Therapeutics, Inc.",Helix Acquisition Corp. II,2025-02-28,425,1,2025-08-04,2025-08-04,True,False,True,"Helix II Merger Sub, Inc",HLXB,BBOT,7119750.0,,,10.7173,super8k,True,True,,BBOT,2025-08-12,BBOT,HLXB,1.0,True,2025-08-12,2834.0,PHARMACEUTICAL PREPARATIONS,"BridgeBio Oncology Therapeutics, Inc. Common Stock",666491105.28,,18909000.0,ok,ticker_event,37.7,11789250.0,37.7,biotech_health,12,False,2025-02-28,10.8,4.91,2.31,5.09,1329.1,-14.03,9.5,2025-08-11,9.9,4.21,2025-08-12,10.2,9.65,10.5115,181104.0,3.03,-2.53,6.18,-1.11,7.58,3.03,-3.18,26.26,-12.12,0.0,1.0,False
